City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
463,Natal,BR,-5.795,-35.2094,87.8,58,40,18.41,scattered clouds,2021-01-29 17:01:41
464,Montbrison,FR,45.6667,4.0833,52.0,54,0,9.22,clear sky,2021-01-29 17:01:41
465,Gravenhurst,CA,44.9168,-79.3663,8.6,66,90,9.22,overcast clouds,2021-01-29 17:00:07
466,Jhabua,IN,22.7667,74.6,61.39,29,0,10.56,clear sky,2021-01-29 16:56:50
467,Bonavista,CA,48.6499,-53.1147,28.0,86,100,3.44,overcast clouds,2021-01-29 16:59:58
468,Longyearbyen,SJ,78.2186,15.6401,-2.2,55,20,20.71,few clouds,2021-01-29 17:01:42
469,Trelew,AR,-43.249,-65.3051,63.72,48,33,21.63,scattered clouds,2021-01-29 17:01:42
470,Manakara,MG,-22.1333,48.0167,79.84,82,13,7.2,few clouds,2021-01-29 17:01:42
471,Sikasso,ML,10.9167,-7.0,97.65,8,0,3.36,clear sky,2021-01-29 17:01:42
472,Hayden,US,47.766,-116.7866,30.99,100,90,5.75,light snow,2021-01-29 17:01:42
473,Shumyachi,RU,53.8583,32.4242,19.11,97,95,7.85,overcast clouds,2021-01-29 17:01:42
474,Smithers,CA,54.7804,-127.1743,8.6,78,90,5.75,overcast clouds,2021-01-29 16:58:22
475,Uchiza,PE,-8.4592,-76.4633,80.64,71,94,1.41,overcast clouds,2021-01-29 17:01:43
476,Constitucion,CL,-35.3333,-72.4167,65.82,75,100,9.13,overcast clouds,2021-01-29 17:01:43
477,Grootegast,NL,53.2125,6.2736,39.99,95,100,5.99,overcast clouds,2021-01-29 17:01:43
478,Maceio,BR,-9.6658,-35.7353,75.2,88,75,1.14,broken clouds,2021-01-29 16:58:21
479,Penzance,GB,50.1186,-5.5371,50.0,93,94,8.05,overcast clouds,2021-01-29 17:01:43
480,Tura,IN,25.5198,90.2201,58.98,51,0,1.45,clear sky,2021-01-29 16:57:02
481,Svetlogorsk,BY,52.6333,29.7333,23.22,97,100,12.12,overcast clouds,2021-01-29 17:01:43
482,Andenes,NO,69.3143,16.1194,21.2,68,75,11.5,broken clouds,2021-01-29 17:01:43
483,Mokrousovo,RU,55.8103,66.7653,11.14,95,100,6.26,overcast clouds,2021-01-29 17:01:43
484,Oistins,BB,13.0667,-59.5333,84.2,58,20,17.27,few clouds,2021-01-29 17:01:44
485,Bogorodskoye,RU,56.55,37.8833,26.69,98,93,11.52,overcast clouds,2021-01-29 17:01:44
486,Sinnamary,GF,5.3833,-52.95,79.45,87,44,11.45,scattered clouds,2021-01-29 17:01:44
487,Shingu,JP,33.7333,135.9833,33.76,84,0,8.95,clear sky,2021-01-29 17:01:44
488,Bambanglipuro,ID,-7.95,110.2833,76.01,92,100,12.03,moderate rain,2021-01-29 16:57:07
489,Libertador General San Martin,AR,-23.8064,-64.7876,100.0,40,0,1.99,clear sky,2021-01-29 17:01:44
490,Pa Sang,TH,18.5262,98.9394,77.0,65,20,4.61,few clouds,2021-01-29 17:01:44
491,Odessa,UA,46.4775,30.7326,28.4,93,0,2.24,clear sky,2021-01-29 17:01:45
492,Harper,LR,4.375,-7.7169,82.0,75,45,7.07,light rain,2021-01-29 17:01:45
493,Mount Gambier,AU,-37.8333,140.7667,59.0,94,90,9.22,overcast clouds,2021-01-29 17:00:57
494,Navolato,MX,24.7672,-107.6944,77.0,40,20,4.61,few clouds,2021-01-29 17:01:45
495,Poya,NC,-21.35,165.15,74.7,82,49,4.45,scattered clouds,2021-01-29 17:01:45
496,Slovenska Bistrica,SI,46.3928,15.5744,46.4,76,0,10.36,clear sky,2021-01-29 17:01:45
497,Ajdabiya,LY,30.7554,20.2263,59.77,76,36,8.63,scattered clouds,2021-01-29 17:01:45
498,Payo,ID,-3.7508,103.6372,73.2,94,100,2.17,overcast clouds,2021-01-29 17:01:45
499,Dukat,RU,62.55,155.55,-29.61,83,100,3.69,overcast clouds,2021-01-29 17:01:11
500,Ahipara,NZ,-35.1667,173.1667,56.66,84,1,6.15,clear sky,2021-01-29 17:01:46
501,Saint-Pierre,RE,-21.3393,55.4781,82.4,65,0,6.91,clear sky,2021-01-29 17:01:46
502,San Jose,US,37.3394,-121.895,46.99,87,20,4.61,few clouds,2021-01-29 16:59:04
503,Kirakira,SB,-10.4544,161.9205,81.5,82,100,16.96,overcast clouds,2021-01-29 17:01:46
504,Aguimes,ES,27.9054,-15.4461,75.99,68,0,4.61,clear sky,2021-01-29 17:01:46
505,Springbok,ZA,-29.6643,17.8865,77.5,21,0,12.57,clear sky,2021-01-29 17:01:46
506,Nigran,ES,42.1415,-8.8066,57.0,100,90,16.11,drizzle,2021-01-29 17:01:46
507,Omboue,GA,-1.5746,9.2618,79.07,85,95,7.94,moderate rain,2021-01-29 17:01:46
508,Chaplynka,UA,46.3651,33.5403,40.06,72,99,14.0,overcast clouds,2021-01-29 17:01:47
509,Sonari,IN,27.0667,95.0333,60.8,69,7,1.63,clear sky,2021-01-29 17:01:47
510,Mareeba,AU,-17.0,145.4333,77.0,94,90,9.22,overcast clouds,2021-01-29 17:01:47
511,Kieta,PG,-6.2167,155.6333,80.1,81,70,9.24,light rain,2021-01-29 17:01:47
512,Rosarito,MX,32.3333,-117.0333,53.6,82,40,8.05,scattered clouds,2021-01-29 17:01:03
513,Khovu-Aksy,RU,51.1333,93.6,19.09,90,100,6.38,overcast clouds,2021-01-29 17:01:47
514,Omsukchan,RU,62.5333,155.8,-27.22,82,100,4.36,overcast clouds,2021-01-29 17:01:16
515,Lavrentiya,RU,65.5833,-171.0,-16.44,82,57,14.05,broken clouds,2021-01-29 17:01:47
516,Japura,ID,-0.3167,102.35,74.88,83,100,1.7,moderate rain,2021-01-29 17:01:13
517,Natalio,PY,-26.7167,-55.0833,84.36,71,27,4.32,scattered clouds,2021-01-29 17:01:48
518,Touros,BR,-5.1989,-35.4608,87.8,51,20,13.8,few clouds,2021-01-29 17:01:48
519,Praxedis Guerrero,MX,31.3667,-106.0167,48.2,53,90,18.39,overcast clouds,2021-01-29 17:01:48
520,Porto Walter,BR,-8.2686,-72.7439,80.92,87,69,5.14,broken clouds,2021-01-29 17:01:48
521,Gizo,SB,-8.103,156.8419,82.4,77,97,10.02,light rain,2021-01-29 17:01:48
522,Spas-Klepiki,RU,55.1347,40.1767,28.76,96,99,13.02,overcast clouds,2021-01-29 17:01:48
523,Oschatz,DE,51.3,13.1167,37.99,91,100,1.99,light snow,2021-01-29 17:01:06
524,Villazon,BO,-22.0866,-65.5942,64.85,26,0,2.8,clear sky,2021-01-29 17:01:49
525,San Pedro,PH,14.35,121.0167,77.0,73,20,4.61,few clouds,2021-01-29 17:01:49
526,Nevel,RU,56.0209,29.9284,26.89,98,100,5.35,snow,2021-01-29 17:01:49
527,Ostersund,SE,63.1792,14.6357,-7.6,77,36,1.43,scattered clouds,2021-01-29 17:01:49
528,Adrar,MR,20.5022,-10.0711,83.48,13,0,10.42,clear sky,2021-01-29 17:01:49
529,Alta Floresta,BR,-9.8756,-56.0861,83.88,77,58,1.83,broken clouds,2021-01-29 17:01:49
530,Colares,PT,38.7992,-9.4469,59.0,94,75,9.22,mist,2021-01-29 17:01:50
531,Atikokan,CA,48.7555,-91.6216,12.36,95,26,6.24,scattered clouds,2021-01-29 17:01:50
532,Araguacu,BR,-12.9306,-49.8264,85.96,65,100,4.59,overcast clouds,2021-01-29 17:01:50
533,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,86.04,69,60,4.09,broken clouds,2021-01-29 17:01:50
534,Sangar,RU,63.9242,127.4739,-50.78,76,100,0.36,overcast clouds,2021-01-29 17:01:50
535,Tieling,CN,42.2931,123.8414,12.43,94,100,11.92,overcast clouds,2021-01-29 17:01:50
536,Dzerzhinsk,RU,56.2389,43.4631,24.8,93,90,6.71,overcast clouds,2021-01-29 17:01:50
537,North Bend,US,43.4065,-124.2243,37.0,100,1,5.08,mist,2021-01-29 17:01:50
538,Cururupu,BR,-1.8283,-44.8683,88.93,54,61,8.5,broken clouds,2021-01-29 17:01:51
539,Fairmont,US,39.4851,-80.1426,25.0,59,74,4.0,broken clouds,2021-01-29 17:01:51
540,Lanzhou,CN,36.0564,103.7922,28.99,51,87,1.66,overcast clouds,2021-01-29 17:01:51
541,Huaihua,CN,27.5494,109.9592,45.7,73,100,2.46,overcast clouds,2021-01-29 17:01:51
542,Shimoda,JP,34.6667,138.95,30.99,67,0,3.0,clear sky,2021-01-29 17:01:51
543,Luebo,CD,-5.35,21.4167,80.46,62,85,1.05,overcast clouds,2021-01-29 17:01:51
544,Grand Baie,MU,-20.0182,57.5802,81.0,78,2,5.01,clear sky,2021-01-29 17:01:51
545,Kanigiri,IN,15.4,79.5167,71.56,80,57,4.88,broken clouds,2021-01-29 17:01:52
546,Bronnoysund,NO,65.4625,12.1997,28.4,80,75,12.66,snow,2021-01-29 16:59:24
547,Kananga,CD,-5.8958,22.4178,76.77,72,90,1.57,overcast clouds,2021-01-29 17:01:52
548,Tuy Hoa,VN,13.0833,109.3,69.19,82,89,9.89,overcast clouds,2021-01-29 17:01:52
549,Devils Lake,US,48.1128,-98.8651,19.4,93,90,13.8,light snow,2021-01-29 16:57:45
550,Gazanjyk,TM,39.2446,55.5154,52.54,44,99,1.7,overcast clouds,2021-01-29 17:01:52
551,West Bay,KY,19.3667,-81.4167,79.0,69,40,18.41,scattered clouds,2021-01-29 17:01:52
552,Esperance,AU,-33.8667,121.9,57.2,88,0,6.91,clear sky,2021-01-29 16:57:24
553,Cumberland,US,35.0502,-78.8664,42.01,35,1,6.91,clear sky,2021-01-29 17:01:53
554,Waingapu,ID,-9.6567,120.2641,78.42,85,72,8.55,broken clouds,2021-01-29 17:01:53
555,Ardakan,IR,32.31,54.0175,66.2,32,75,19.57,sand,2021-01-29 17:01:53
556,Jamay,MX,20.3,-102.7167,60.8,48,1,8.05,clear sky,2021-01-29 17:01:53
557,Alyangula,AU,-13.8483,136.4192,78.8,94,100,3.44,overcast clouds,2021-01-29 17:01:53
558,Camargo,MX,27.6667,-105.1667,65.07,31,10,12.95,clear sky,2021-01-29 17:01:53
559,Olafsvik,IS,64.8945,-23.7142,34.57,86,97,4.63,overcast clouds,2021-01-29 17:01:53
560,Angoche,MZ,-16.2325,39.9086,81.79,80,13,8.57,few clouds,2021-01-29 17:01:54
561,Havelian,PK,34.0536,73.1657,52.0,49,0,6.89,clear sky,2021-01-29 17:01:54
562,Muzaffarabad,PK,34.37,73.4711,46.04,48,0,5.97,clear sky,2021-01-29 17:01:54
563,Urumqi,CN,43.801,87.6005,5.0,92,15,2.24,mist,2021-01-29 16:59:50
564,Westport,US,41.1415,-73.3579,19.0,53,40,19.57,scattered clouds,2021-01-29 16:59:47
565,Pacific Grove,US,36.6177,-121.9166,46.0,93,1,6.91,clear sky,2021-01-29 17:01:54
566,Curuca,BR,-0.7289,-47.8481,82.22,88,95,6.89,overcast clouds,2021-01-29 17:01:54
567,Praia,CV,14.9215,-23.5087,80.6,44,0,19.57,clear sky,2021-01-29 17:01:54
568,Yavatmal,IN,20.4,78.1333,72.36,43,92,7.11,overcast clouds,2021-01-29 17:01:55
569,Goma,CD,-1.6792,29.2228,66.87,73,77,2.62,broken clouds,2021-01-29 17:01:55
570,Staryy Nadym,RU,65.6118,72.6842,-41.94,79,14,6.82,few clouds,2021-01-29 17:01:55
571,Ossora,RU,59.2353,163.0719,-4.32,85,28,5.91,scattered clouds,2021-01-29 17:01:55
572,Khandbari,NP,27.3747,87.2039,48.04,61,17,4.0,few clouds,2021-01-29 17:01:55
573,Riverton,US,40.5219,-111.9391,44.6,53,90,20.71,overcast clouds,2021-01-29 17:01:55
574,Ipixuna,BR,-1.7625,-48.8043,91.4,52,40,16.11,scattered clouds,2021-01-29 17:01:55
575,Catuday,PH,16.2923,119.8062,73.4,75,4,14.14,clear sky,2021-01-29 17:01:56
576,Atasu,KZ,48.6814,71.6433,18.27,90,0,8.77,clear sky,2021-01-29 17:01:56
577,Abbeville,FR,50.1,1.8333,48.0,83,78,18.54,broken clouds,2021-01-29 17:01:56
578,Auki,SB,-8.7676,160.7034,78.64,84,100,8.88,overcast clouds,2021-01-29 17:01:12
579,Tapes,BR,-30.6733,-51.3958,84.99,69,12,5.19,light rain,2021-01-29 17:01:56
580,Sarankhola,BD,22.3082,89.7897,62.02,49,20,1.66,few clouds,2021-01-29 17:01:56
581,Arkhipo-Osipovka,RU,44.37,38.52,42.73,67,95,11.95,overcast clouds,2021-01-29 17:01:56
582,Energeticheskiy,KZ,43.4278,77.0222,14.0,85,20,6.71,mist,2021-01-29 17:01:57
583,Conceicao Do Araguaia,BR,-8.2578,-49.2647,90.3,53,42,4.52,light rain,2021-01-29 17:00:48
584,Coihueco,CL,-36.6167,-71.8333,62.6,100,90,12.66,overcast clouds,2021-01-29 17:01:57
585,Tigil,RU,57.8,158.6667,-11.33,90,99,4.38,overcast clouds,2021-01-29 17:01:57
586,Noshiro,JP,40.2039,140.0242,26.17,94,100,30.87,light snow,2021-01-29 17:01:57
587,Kati,ML,12.7441,-8.0726,95.0,7,0,3.44,clear sky,2021-01-29 17:01:57
588,Cayenne,GF,4.9333,-52.3333,84.2,79,75,10.36,light rain,2021-01-29 17:00:06
589,Egvekinot,RU,66.3167,-179.1667,-20.33,84,10,16.91,clear sky,2021-01-29 17:01:36
590,Caucaia,BR,-3.7361,-38.6531,86.0,70,75,16.11,broken clouds,2021-01-29 17:01:58
591,Le Port,RE,-20.9373,55.2919,78.8,73,0,11.5,clear sky,2021-01-29 17:01:58
592,Gayeri,BF,12.6497,0.4931,92.86,10,11,11.43,few clouds,2021-01-29 17:01:58
593,Kysyl-Syr,RU,63.8986,122.7617,-49.27,75,93,3.78,overcast clouds,2021-01-29 17:01:58
594,Sibolga,ID,1.7427,98.7792,77.16,82,100,3.44,overcast clouds,2021-01-29 17:01:58
595,Naze,JP,28.3667,129.4833,48.81,73,71,14.2,broken clouds,2021-01-29 17:01:58
596,Ordzhonikidze,KZ,52.4411,61.7408,13.5,94,43,10.25,scattered clouds,2021-01-29 17:01:58
597,Esna,EG,25.2934,32.554,62.6,48,0,4.61,clear sky,2021-01-29 17:01:59
598,Lasa,IT,46.6166,10.7002,36.0,48,0,10.36,clear sky,2021-01-29 17:01:59
599,Zhigansk,RU,66.7697,123.3711,-46.3,76,56,11.23,broken clouds,2021-01-29 17:01:59
600,Huarmey,PE,-10.0681,-78.1522,76.71,62,48,10.56,scattered clouds,2021-01-29 17:01:59
601,Wajid,SO,3.8093,43.2471,82.51,20,26,10.47,scattered clouds,2021-01-29 17:01:59
602,Bilibino,RU,68.0546,166.4372,-23.19,79,84,5.77,broken clouds,2021-01-29 17:01:30
603,San Quintin,MX,30.4833,-115.95,56.98,82,93,9.91,overcast clouds,2021-01-29 17:02:00
604,Matadi,CD,-5.8167,13.45,82.71,78,87,3.44,moderate rain,2021-01-29 17:02:00
605,Hofn,IS,64.2539,-15.2082,28.4,69,0,6.91,clear sky,2021-01-29 16:57:35
606,Eyemouth,GB,55.8713,-2.0901,37.99,95,100,14.88,overcast clouds,2021-01-29 17:00:29
607,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.31,70,12,19.26,few clouds,2021-01-29 17:02:00
608,Alvaraes,BR,-3.2208,-64.8042,82.4,83,75,3.44,broken clouds,2021-01-29 17:02:00
609,Morondava,MG,-20.2833,44.2833,83.12,80,48,11.61,moderate rain,2021-01-29 17:02:00
610,Santo Tomas,PH,14.1079,121.1414,77.0,73,20,4.61,few clouds,2021-01-29 17:02:01
611,Havre-Saint-Pierre,CA,50.2334,-63.5986,14.0,57,20,10.36,few clouds,2021-01-29 17:02:01
612,Milford,US,41.2223,-73.0565,16.0,53,40,19.57,scattered clouds,2021-01-29 16:57:21
613,Cockburn Town,TC,21.4612,-71.1419,72.5,79,66,24.2,broken clouds,2021-01-29 17:02:01
614,Xichang,CN,27.8964,102.2634,42.4,64,4,3.22,clear sky,2021-01-29 17:02:01
615,Thunder Bay,CA,48.4001,-89.3168,7.0,77,20,3.44,few clouds,2021-01-29 17:02:01
616,Churapcha,RU,62.0025,132.4325,-49.92,75,100,1.12,overcast clouds,2021-01-29 17:02:02
617,Ixtapa,MX,20.7,-105.2,73.4,64,20,5.75,few clouds,2021-01-29 16:57:19
618,Salinas,US,36.6777,-121.6555,46.99,87,75,11.5,broken clouds,2021-01-29 17:02:02
619,Aykhal,RU,66.0,111.5,-35.64,80,45,6.2,scattered clouds,2021-01-29 17:02:02
620,Guiuan,PH,11.0333,125.7247,81.12,76,100,21.0,overcast clouds,2021-01-29 17:02:02
621,Ampanihy,MG,-24.7,44.75,80.92,71,100,11.3,overcast clouds,2021-01-29 17:02:02
622,Hailar,CN,49.2,119.7,-25.24,85,90,5.14,overcast clouds,2021-01-29 17:02:03
623,Pangkalanbuun,ID,-2.6833,111.6167,74.57,94,100,4.0,light rain,2021-01-29 17:02:03
624,Olovo,BA,44.13,18.5828,44.6,93,40,2.3,moderate rain,2021-01-29 17:02:03
625,Pasan,IN,22.85,82.2,54.3,40,17,3.06,few clouds,2021-01-29 17:02:03
626,Asau,RO,46.4333,26.4,37.4,75,0,9.22,clear sky,2021-01-29 17:02:03
627,Manta,EC,-0.95,-80.7333,84.2,70,75,8.05,broken clouds,2021-01-29 17:01:21
628,Atar,MR,20.5169,-13.0499,86.92,12,0,11.92,clear sky,2021-01-29 17:02:03
629,Ondjiva,AO,-17.0667,15.7333,69.8,88,92,5.75,moderate rain,2021-01-29 17:02:04
630,Grafton,US,42.207,-71.6856,14.0,53,43,3.0,scattered clouds,2021-01-29 17:02:04
631,Kathu,TH,7.9178,98.3332,80.6,65,20,9.22,few clouds,2021-01-29 17:02:04
632,General Pico,AR,-35.6566,-63.7568,92.48,18,64,3.11,broken clouds,2021-01-29 17:01:13
633,Santa Marta,CO,11.2408,-74.199,89.01,57,40,1.99,scattered clouds,2021-01-29 17:02:04
634,Magistralnyy,RU,56.1725,107.4458,-32.4,82,100,1.45,overcast clouds,2021-01-29 17:02:04
635,Palana,RU,59.1167,159.9667,-8.05,95,98,7.38,overcast clouds,2021-01-29 17:02:04
636,Maarianhamina,AX,60.0973,19.9348,30.2,80,90,11.5,overcast clouds,2021-01-29 17:02:04
637,Kurilsk,RU,45.2333,147.8833,27.66,96,100,18.57,snow,2021-01-29 17:02:05
638,Mnogovershinnyy,RU,53.9353,139.9242,-10.7,92,100,4.9,overcast clouds,2021-01-29 17:02:05
639,Telford,GB,52.6766,-2.4493,48.2,93,75,10.36,broken clouds,2021-01-29 17:02:05
640,Dingle,PH,10.9995,122.6711,73.83,88,90,11.59,overcast clouds,2021-01-29 17:02:05
641,Hoquiam,US,46.9809,-123.8893,37.99,93,90,10.36,fog,2021-01-29 17:02:05
642,Vao,NC,-22.6667,167.4833,76.75,78,80,18.14,broken clouds,2021-01-29 17:02:05
643,Maputo,MZ,-25.9653,32.5892,82.99,69,20,11.5,few clouds,2021-01-29 17:01:00
644,Vilhena,BR,-12.7406,-60.1458,77.0,88,75,1.14,mist,2021-01-29 17:02:01
645,Rio Gallegos,AR,-51.6226,-69.2181,50.0,40,75,25.32,broken clouds,2021-01-29 17:02:06
646,Ancud,CL,-41.8697,-73.8203,60.8,51,40,10.36,scattered clouds,2021-01-29 16:57:35
647,Oranjemund,NA,-28.55,16.4333,65.05,69,0,22.1,clear sky,2021-01-29 17:02:06
648,Praia Da Vitoria,PT,38.7333,-27.0667,64.4,55,20,12.82,few clouds,2021-01-29 16:57:40
649,Nioro,GM,13.35,-15.75,100.29,7,98,5.97,overcast clouds,2021-01-29 17:01:12
650,Ballina,AU,-28.8667,153.5667,68.0,94,75,2.3,broken clouds,2021-01-29 16:58:26
651,Edson,CA,53.5835,-116.4356,-13.0,77,1,5.75,clear sky,2021-01-29 17:00:07
652,Ambanja,MG,-13.6833,48.45,77.31,84,96,1.72,light rain,2021-01-29 17:02:07
653,Kuusamo,FI,65.9667,29.1833,10.4,79,40,4.61,light snow,2021-01-29 17:02:07
654,Puerto Pailas,BO,-17.667,-62.7909,75.2,88,90,16.11,overcast clouds,2021-01-29 17:02:07
655,Tukrah,LY,32.5341,20.5791,60.17,84,61,18.16,broken clouds,2021-01-29 17:02:07
656,Takatsuki,JP,34.8483,135.6168,34.0,50,77,9.28,broken clouds,2021-01-29 17:02:07
657,Aginskoye,RU,51.1,114.53,-24.79,79,0,2.04,clear sky,2021-01-29 17:02:07
658,San Lorenzo,PY,-25.3333,-57.5333,87.8,66,75,13.8,broken clouds,2021-01-29 17:02:07
659,Januaria,BR,-15.4833,-44.3667,93.09,36,1,3.06,clear sky,2021-01-29 17:02:07
660,Price,US,39.5994,-110.8107,28.4,69,1,1.45,clear sky,2021-01-29 17:02:08
661,Rock Sound,BS,24.9,-76.2,67.23,68,86,17.52,overcast clouds,2021-01-29 17:02:08
662,Kargasok,RU,59.0556,80.8572,-21.57,86,39,10.74,scattered clouds,2021-01-29 17:02:08
663,Hamilton,US,39.1834,-84.5333,28.99,68,75,1.52,broken clouds,2021-01-29 16:58:15
664,Mitzic,GA,0.7821,11.549,75.85,88,77,2.82,moderate rain,2021-01-29 17:02:08
665,Mandalgovi,MN,45.7625,106.2708,15.12,89,60,14.09,broken clouds,2021-01-29 17:02:08
666,Huanta,PE,-12.9333,-74.25,68.0,40,40,5.75,scattered clouds,2021-01-29 17:02:08
667,Bagan,RU,54.1001,77.6646,18.23,97,100,8.95,overcast clouds,2021-01-29 17:02:08
668,Eyl,SO,7.9803,49.8164,74.48,74,4,16.35,clear sky,2021-01-29 17:02:09
669,Abu Dhabi,AE,24.4667,54.3667,75.2,60,0,4.61,clear sky,2021-01-29 17:01:02
670,Puro,PH,12.4841,123.3827,76.42,79,98,19.69,overcast clouds,2021-01-29 17:02:09
671,Providencia,MX,28.7167,-111.5833,61.0,61,98,1.99,overcast clouds,2021-01-29 17:02:09
672,Chulman,RU,56.8479,124.9104,-38.99,79,100,2.51,overcast clouds,2021-01-29 17:02:09
673,Yarada,IN,17.65,83.2667,73.4,88,30,2.3,mist,2021-01-29 17:02:09
674,Bhawanipatna,IN,19.9,83.1667,75.49,43,93,1.52,overcast clouds,2021-01-29 17:02:09
675,Luang Prabang,LA,19.8856,102.1347,65.98,74,1,0.58,clear sky,2021-01-29 17:02:10
676,Kamenka,RU,51.3223,42.7678,30.0,88,61,15.26,broken clouds,2021-01-29 17:01:27
677,Dharchula,IN,29.85,80.5333,42.01,42,1,7.43,clear sky,2021-01-29 17:02:10
678,Macau,MO,22.2006,113.5461,62.6,77,0,13.8,clear sky,2021-01-29 17:02:10
679,Amazar,RU,53.858,120.875,-31.43,79,89,3.04,overcast clouds,2021-01-29 17:02:10
680,Apodi,BR,-5.6642,-37.7989,96.06,31,75,6.91,broken clouds,2021-01-29 17:02:10
681,Taywarah,AF,33.35,64.4167,28.09,72,4,1.32,clear sky,2021-01-29 17:02:11
682,Tabuk,PH,17.4189,121.4443,63.99,89,91,7.54,overcast clouds,2021-01-29 17:02:11
683,Usinsk,RU,65.9939,57.5281,-20.09,85,89,12.01,overcast clouds,2021-01-29 17:02:11
684,Santa Cruz,BO,-17.8,-63.1667,75.2,100,90,18.41,moderate rain,2021-01-29 17:02:11
685,Kokoda,PG,-8.8785,147.7407,75.87,68,100,3.87,overcast clouds,2021-01-29 17:02:11
686,Constancia,MX,24.2231,-107.1869,78.01,66,0,1.99,clear sky,2021-01-29 17:02:11
687,Belmonte,BR,-15.8631,-38.8828,86.0,70,75,6.91,broken clouds,2021-01-29 17:02:11
688,Fameck,FR,49.3033,6.1086,46.99,90,100,3.0,light rain,2021-01-29 17:02:11
689,Maningrida,AU,-12.0667,134.2667,77.38,89,100,5.03,overcast clouds,2021-01-29 17:02:12
690,Lebanon,US,36.2081,-86.2911,36.0,60,1,6.91,clear sky,2021-01-29 17:02:12
691,Hirara,JP,24.8,125.2833,60.08,64,96,18.7,overcast clouds,2021-01-29 17:02:12
692,Trairi,BR,-3.2778,-39.2689,86.32,61,95,12.95,light rain,2021-01-29 17:02:12
693,Yatou,CN,37.15,122.3833,36.86,81,0,15.97,clear sky,2021-01-29 17:02:12
694,Bay Roberts,CA,47.5999,-53.2648,28.0,80,90,7.0,overcast clouds,2021-01-29 17:02:12
695,Moranbah,AU,-22.0016,148.0466,68.04,90,55,9.42,broken clouds,2021-01-29 17:02:12
696,Bodo,NO,67.28,14.405,19.0,57,0,23.02,clear sky,2021-01-29 16:57:56
